# Average windspeeds at the sites of 8263 new windmills in Deutschland  at 175m 
# sites from https://www.marktstammdatenregister.de/MaStR 20260101 running since 2024 or planned
# windspeeds from https://opendata.dwd.de/.../cosmo_rea6 hourly in 2014
# written ~bz/py/wind/markt/new/newwindmills.py 2026-02-19 Feb 15:20 

Cosmowind175	Cosmocap175	AGS	State	MW	Lat	Lon	Thi	Rotor	Date	Lkr	Place
6.68	37	5970	NRW	6	51.0459	8.45031	169	162	2026-05-24	Siegen-Wittgenstein	Bad_Berleburg
6.68	37	5970	NRW	6.2	51.038	8.49706	169	162	2026-09-30	Siegen-Wittgenstein	Bad_Berleburg
6.68	37	5970	NRW	6.2	51.0476	8.48884	169	162	2026-09-30	Siegen-Wittgenstein	Bad_Berleburg
6.68	37	5970	NRW	6.2	51.0431	8.48344	169	162	2026-09-30	Siegen-Wittgenstein	Bad_Berleburg
6.68	37	5970	NRW	6.2	51.0508	8.48597	169	162	2026-09-30	Siegen-Wittgenstein	Bad_Berleburg
6.68	37	5970	NRW	6	51.0362	8.45275	169	162	2026-05-24	Siegen-Wittgenstein	Bad_Berleburg
6.61	36	5970	NRW	7.2	50.9096	8.37607	199	172	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	6	50.8849	8.3278	169	150	2028-08-22	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	7.2	50.8966	8.37873	199	172	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	7.2	50.9039	8.38418	199	172	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	7.2	50.8938	8.37915	199	172	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	4.2	50.8843	8.31934	149	136	2027-03-15	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	4.2	50.8869	8.31791	149	136	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	4.2	50.8849	8.30647	166	136	2027-02-01	Siegen-Wittgenstein	Bad_Laasphe
6.61	36	5970	NRW	4.2	50.8874	8.32616	166	136	2028-08-22	Siegen-Wittgenstein	Bad_Laasphe
6.45	35	5970	NRW	6	51.0047	8.38273	125	150	2028-10-31	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6	51.0016	8.38561	125	150	2028-10-31	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6.2	50.9813	8.41299	169	162	2028-07-03	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6.2	50.9852	8.43982	169	162	2028-07-03	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6.2	50.9878	8.43029	169	162	2028-07-03	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6	51.0031	8.39078	125	150	2028-10-31	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6.2	50.9936	8.41735	169	162	2028-07-03	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6.2	50.9888	8.41025	169	162	2028-07-03	Siegen-Wittgenstein	Bad_Berleburg
6.45	35	5970	NRW	6.2	50.9834	8.42639	169	162	2028-07-03	Siegen-Wittgenstein	Bad_Berleburg
6.32	34	5970	NRW	6.2	50.789	8.08103	119	162	2026-11-30	Siegen-Wittgenstein	Burbach
6.32	34	5970	NRW	6	50.8299	8.18264	169	150	2026-09-14	Siegen-Wittgenstein	Wilnsdorf
6.32	34	5970	NRW	6.2	50.7894	8.09877	169	162	2026-11-30	Siegen-Wittgenstein	Wilnsdorf
6.32	34	5970	NRW	6	50.8263	8.18035	148	150	2026-09-14	Siegen-Wittgenstein	Wilnsdorf
6.32	34	5970	NRW	6	50.8302	8.18892	148	150	2026-09-14	Siegen-Wittgenstein	Wilnsdorf
6.32	34	5970	NRW	5.6	50.7898	8.0899	148	162	2026-11-30	Siegen-Wittgenstein	Burbach
6.32	34	5970	NRW	6.2	50.7921	8.07938	119	162	2026-11-30	Siegen-Wittgenstein	Burbach
6.32	34	5970	NRW	6	50.8342	8.1953	148	150	2026-09-14	Siegen-Wittgenstein	Wilnsdorf
6.32	34	5970	NRW	3.45	50.7866	8.08949	116	117	2025-05-21	Siegen-Wittgenstein	Burbach
6.24	34	5970	NRW	5.56	50.8164	8.0046	167	160	2027-09-23	Siegen-Wittgenstein	Siegen
6.12	32	5970	NRW	7.2	50.9022	8.40448	199	172	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.11	32	5970	NRW	7.2	50.9061	8.39881	199	172	2027-02-15	Siegen-Wittgenstein	Bad_Laasphe
6.03	32	5970	NRW	5.56	50.8883	7.88901	167	160	2026-11-30	Siegen-Wittgenstein	Freudenberg
6.03	32	5970	NRW	5.56	50.8839	7.88804	167	160	2026-11-30	Siegen-Wittgenstein	Freudenberg
5.87	30	5970	NRW	6	50.8958	8.08166	162	175	2026-12-31	Siegen-Wittgenstein	Siegen
5.87	30	5970	NRW	6	50.8997	8.09886	162	175	2026-12-31	Siegen-Wittgenstein	Siegen
5.7	29	5970	NRW	5.56	50.8155	7.97475	167	160	2027-09-23	Siegen-Wittgenstein	Siegen
5.7	29	5970	NRW	5.56	50.8221	7.97872	167	160	2027-09-23	Siegen-Wittgenstein	Siegen
5.7	29	5970	NRW	5.56	50.8152	7.98154	167	160	2027-09-23	Siegen-Wittgenstein	Siegen
7.69	45	5974	NRW	4.26	51.5179	8.43181	160	138	2025-12-15	Soest	Rüthen
7.69	45	5974	NRW	4.26	51.5155	8.43947	160	138	2026-01-23	Soest	Rüthen
7.69	45	5974	NRW	4.2	51.4942	8.38795	149	136	2026-12-15	Soest	Rüthen
7.69	45	5974	NRW	4.2	51.4965	8.39136	149	136	2026-04-15	Soest	Rüthen
7.69	45	5974	NRW	6.2	51.4888	8.3919	169	162	2026-12-15	Soest	Rüthen
7.69	45	5974	NRW	4.26	51.5169	8.43577	160	138	2026-01-16	Soest	Rüthen
7.69	45	5974	NRW	5.56	51.5054	8.47336	166	160	2027-12-31	Soest	Rüthen
7.69	45	5974	NRW	5.56	51.504	8.3544	167	160	2027-12-15	Soest	Warstein
7.69	45	5974	NRW	5.56	51.5015	8.47445	166	160	2027-12-31	Soest	Rüthen
7.58	44	5974	NRW	4.26	51.5188	8.44229	160	138	2026-01-23	Soest	Rüthen
7.57	44	5974	NRW	2.3	51.505	8.34815	85	82	2025-10-01	Soest	Warstein
7.57	44	5974	NRW	4.26	51.5069	8.35197	131	138	2026-03-31	Soest	Warstein
7.57	44	5974	NRW	4.26	51.5134	8.34802	160	138	2027-08-31	Soest	Anröchte
7.57	44	5974	NRW	6	51.461	8.27149	162	175	2025-12-11	Soest	Warstein
7.57	44	5974	NRW	6	51.4611	8.2886	162	175	2025-12-19	Soest	Warstein
7.57	44	5974	NRW	6	51.4639	8.2984	162	175	2025-12-17	Soest	Warstein
7.57	44	5974	NRW	6	51.4671	8.29157	162	175	2025-12-12	Soest	Warstein
7.57	44	5974	NRW	6	51.4583	8.28064	162	175	2025-12-11	Soest	Warstein
7.57	44	5974	NRW	6	51.4555	8.28684	162	175	2025-12-18	Soest	Warstein
7.57	44	5974	NRW	6	51.4632	8.28014	162	175	2025-12-08	Soest	Warstein
7.57	44	5974	NRW	6	51.4534	8.29145	162	175	2025-12-09	Soest	Warstein
7.54	44	5974	NRW	6	51.4175	8.4136	162	175	2028-03-31	Soest	Rüthen
7.54	44	5974	NRW	6	51.4102	8.40855	162	175	2028-03-31	Soest	Rüthen
7.54	44	5974	NRW	6	51.4229	8.41541	162	175	2028-03-31	Soest	Rüthen
7.54	44	5974	NRW	6	51.4064	8.40057	162	175	2028-03-31	Soest	Rüthen
7.54	44	5974	NRW	6	51.423	8.43732	162	175	2028-03-31	Soest	Rüthen
7.54	44	5974	NRW	7.2	51.431	8.39427	169	162	2027-06-15	Soest	Warstein
7.54	44	5974	NRW	7.2	51.4342	8.39238	169	162	2027-06-15	Soest	Warstein
7.54	44	5974	NRW	6	51.4159	8.42479	162	175	2028-03-31	Soest	Rüthen
7.51	44	5974	NRW	7	51.5372	8.3621	164	163	2027-04-15	Soest	Anröchte
7.51	44	5974	NRW	5.7	51.5487	8.36159	125	149	2027-04-15	Soest	Rüthen
7.51	44	5974	NRW	2.3	51.5125	8.35384	138	82	2025-12-15	Soest	Anröchte
7.51	44	5974	NRW	5.7	51.5408	8.36244	125	149	2027-04-15	Soest	Anröchte
7.51	44	5974	NRW	6.22	51.5333	8.37509	179	175	2027-04-15	Soest	Rüthen
7.51	44	5974	NRW	7	51.5429	8.35777	164	163	2027-04-15	Soest	Anröchte
7.51	44	5974	NRW	7	51.5464	8.36654	164	163	2027-04-15	Soest	Rüthen
7.51	44	5974	NRW	6.22	51.5299	8.38217	179	175	2027-04-15	Soest	Rüthen
7.51	44	5974	NRW	6.22	51.5488	8.37117	179	175	2027-04-15	Soest	Rüthen
7.41	43	5974	NRW	7.2	51.4194	8.36005	175	172	2027-01-01	Soest	Warstein
7.39	43	5974	NRW	6	51.4568	8.25735	162	175	2025-12-03	Soest	Warstein
7.39	43	5974	NRW	6	51.4608	8.25937	162	175	2025-12-17	Soest	Warstein
7.38	43	5974	NRW	5.7	51.5311	8.33999	164	149	2027-05-14	Soest	Anröchte
7.38	43	5974	NRW	5.7	51.5414	8.33155	164	149	2027-07-30	Soest	Anröchte
7.38	43	5974	NRW	5.7	51.5428	8.32072	164	149	2027-12-01	Soest	Anröchte
7.38	43	5974	NRW	5.7	51.5284	8.34331	164	149	2027-04-15	Soest	Anröchte
7.38	43	5974	NRW	7	51.5391	8.31974	118	163	2027-12-01	Soest	Anröchte
7.38	43	5974	NRW	7	51.5395	8.33717	164	163	2027-07-30	Soest	Anröchte
7.38	43	5974	NRW	7	51.5363	8.3345	164	163	2027-07-30	Soest	Anröchte
7.38	43	5974	NRW	6	51.5438	8.31428	162	175	2026-07-30	Soest	Anröchte
7.24	42	5974	NRW	7	51.5089	8.10328	164	163	2027-12-31	Soest	Möhnesee
7.24	42	5974	NRW	7	51.5103	8.11202	164	163	2027-12-31	Soest	Möhnesee
7.24	42	5974	NRW	6	51.5242	8.13696	132	175	2027-05-31	Soest	Möhnesee
7.24	42	5974	NRW	6	51.5084	8.12919	132	175	2027-05-31	Soest	Möhnesee
7.24	42	5974	NRW	6	51.507	8.1428	132	175	2027-05-31	Soest	Möhnesee
7.24	42	5974	NRW	4.26	51.5033	8.08392	131	138	2025-11-14	Soest	Möhnesee
7.24	42	5974	NRW	4.26	51.5264	8.14902	160	138	2026-12-01	Soest	Soest
7.24	42	5974	NRW	7.2	51.5067	8.11371	169	162	2027-12-31	Soest	Möhnesee
7.24	42	5974	NRW	4.26	51.5011	8.08686	131	138	2025-10-29	Soest	Möhnesee
7.24	42	5974	NRW	4.26	51.5354	8.15087	131	138	2026-12-10	Soest	Soest
7.24	42	5974	NRW	4.26	51.5313	8.15053	131	138	2026-12-15	Soest	Soest
7.24	42	5974	NRW	7	51.5036	8.10647	164	163	2026-12-01	Soest	Möhnesee
7.23	42	5974	NRW	6.8	51.4532	8.09961	179	175	2028-11-01	Soest	Möhnesee
7.18	41	5974	NRW	6	51.4535	8.26304	162	175	2026-08-01	Soest	Warstein
7.16	41	5974	NRW	6	51.5099	8.04592	132	175	2027-09-30	Soest	Möhnesee
7.16	41	5974	NRW	6	51.5103	8.03257	162	175	2027-10-01	Soest	Möhnesee
7.16	41	5974	NRW	4.26	51.5426	8.03724	110	138	2026-07-31	Soest	Soest
7.16	41	5974	NRW	6.1	51.5203	8.02923	162	175	2028-06-01	Soest	Möhnesee
7.16	41	5974	NRW	6	51.5104	8.05175	132	175	2027-09-30	Soest	Möhnesee
7.16	41	5974	NRW	6	51.5046	8.03222	162	175	2027-10-01	Soest	Ense
7.16	41	5974	NRW	6	51.5088	8.03968	162	175	2027-10-01	Soest	Möhnesee
7.16	41	5974	NRW	6	51.5109	8.05759	132	175	2027-09-30	Soest	Möhnesee
7.16	41	5974	NRW	4.26	51.543	8.04178	110	138	2026-08-31	Soest	Soest
7.16	41	5974	NRW	4.26	51.5425	8.04822	110	138	2026-09-30	Soest	Soest
7.16	41	5974	NRW	4.26	51.5031	7.99767	131	138	2028-10-31	Soest	Ense
7.16	41	5974	NRW	4.26	51.5331	7.99482	110	138	2027-02-01	Soest	Ense
7.16	41	5974	NRW	5.56	51.5139	8.05599	120	160	2027-09-30	Soest	Möhnesee
7.16	41	5974	NRW	5.56	51.5065	8.07905	120	160	2026-04-30	Soest	Möhnesee
7.16	41	5974	NRW	4.26	51.5333	7.99926	110	138	2027-02-01	Soest	Ense
7.16	41	5974	NRW	4.26	51.5482	8.07039	131	138	2026-11-30	Soest	Soest
7.16	41	5974	NRW	5.7	51.5159	8.02555	125	149	2024-02-21	Soest	Ense
7.13	41	5974	NRW	4.2	51.5075	7.97514	130	138	2025-09-30	Soest	Ense
7.13	41	5974	NRW	7	51.4976	7.94263	164	163	2027-10-14	Soest	Ense
7.13	41	5974	NRW	5.56	51.5151	7.9279	140	160	2027-12-31	Soest	Ense
7.13	41	5974	NRW	5.7	51.5011	7.94284	125	149	2027-10-14	Soest	Ense
7.13	41	5974	NRW	6.6	51.5385	7.9729	165	170	2024-06-11	Soest	Werl
7.13	41	5974	NRW	6.6	51.5386	7.9805	165	170	2024-06-11	Soest	Werl
7.09	41	5974	NRW	7	51.5209	7.90245	132	175	2026-09-30	Soest	Werl
7.03	40	5974	NRW	6.8	51.4507	8.09087	179	175	2028-11-01	Soest	Möhnesee
7.03	40	5974	NRW	6.8	51.4782	8.04706	164	163	2027-02-27	Soest	Möhnesee
7.03	40	5974	NRW	5.7	51.4767	8.03913	164	149	2026-04-01	Soest	Möhnesee
7.03	40	5974	NRW	5.7	51.4736	8.03951	164	149	2027-02-27	Soest	Möhnesee
7.03	40	5974	NRW	5.56	51.4706	8.03841	167	160	2026-09-30	Soest	Möhnesee
7.03	40	5974	NRW	5.56	51.4724	8.03488	167	160	2026-09-30	Soest	Möhnesee
7.03	40	5974	NRW	6.8	51.4697	8.04336	164	163	2027-02-27	Soest	Möhnesee
7.03	40	5974	NRW	6.8	51.4563	8.09159	179	175	2028-11-01	Soest	Möhnesee
7.03	40	5974	NRW	6	51.4726	8.02914	162	175	2026-09-30	Soest	Möhnesee
7.03	40	5974	NRW	6.8	51.4604	8.08582	179	175	2028-11-01	Soest	Möhnesee
7.03	40	5974	NRW	6	51.4598	8.03145	162	175	2026-09-30	Soest	Möhnesee
7.03	40	5974	NRW	6	51.4681	8.02991	162	175	2026-09-30	Soest	Möhnesee
6.97	40	5974	NRW	7	51.579	7.92992	174	175	2027-12-31	Soest	Werl
6.97	40	5974	NRW	7	51.5818	7.9401	132	175	2027-12-31	Soest	Werl
6.97	40	5974	NRW	7	51.583	7.92841	174	175	2027-12-31	Soest	Werl
6.97	40	5974	NRW	7	51.5821	7.93416	174	175	2027-12-31	Soest	Werl
6.97	40	5974	NRW	7	51.5859	7.93235	174	175	2027-12-31	Soest	Werl
6.94	40	5974	NRW	4.26	51.5678	8.14996	160	138	2025-12-31	Soest	Soest
6.94	39	5974	NRW	5.5	51.6109	8.20946	161	158	2025-01-23	Soest	Erwitte
6.94	39	5974	NRW	5.5	51.6138	8.20933	161	158	2025-01-22	Soest	Bad_Sassendorf
6.87	39	5974	NRW	4.26	51.675	8.1754	110	138	2025-02-14	Soest	Lippetal
6.87	40	5974	NRW	6	51.7008	8.01679	132	175	2028-01-01	Soest	Lippetal
6.87	40	5974	NRW	6	51.6841	8.02635	162	175	2028-01-01	Soest	Lippetal
6.87	40	5974	NRW	6	51.6883	8.00593	162	175	2028-01-01	Soest	Lippetal
6.87	40	5974	NRW	6	51.6855	8.01768	162	175	2028-03-01	Soest	Lippetal
6.87	40	5974	NRW	4.26	51.6856	8.04352	130	138	2026-11-19	Soest	Lippetal
6.87	39	5974	NRW	4.26	51.692	8.18038	110	138	2025-02-18	Soest	Lippetal
6.78	38	5974	NRW	4.26	51.6405	8.24041	131	138	2025-06-23	Soest	Lippstadt
6.78	38	5974	NRW	4.26	51.641	8.23459	131	138	2025-06-16	Soest	Lippstadt
6.78	38	5974	NRW	4.26	51.6434	8.15053	110	138	2025-02-28	Soest	Lippetal
7.64	46	5566	NRW	6	52.1258	7.22497	169	162	2025-03-07	Steinfurt	Metelen
7.62	46	5566	NRW	6	52.1317	7.28199	169	162	2025-03-12	Steinfurt	Horstmar
7.62	46	5566	NRW	6	52.1267	7.23728	169	150	2025-02-05	Steinfurt	Metelen
7.62	46	5566	NRW	6	52.1339	7.27558	169	162	2025-03-13	Steinfurt	Horstmar
7.62	46	5566	NRW	4.8	52.0872	7.26675	164	133	2025-12-31	Steinfurt	Horstmar
7.62	46	5566	NRW	6	52.1284	7.24334	169	162	2025-03-07	Steinfurt	Metelen
7.62	46	5566	NRW	6	52.1306	7.23622	169	162	2025-02-11	Steinfurt	Metelen
7.62	46	5566	NRW	6	52.125	7.23127	169	150	2025-02-06	Steinfurt	Metelen
7.62	46	5566	NRW	6	52.1268	7.24957	151	150	2025-02-13	Steinfurt	Horstmar
7.62	46	5566	NRW	6	52.1296	7.27191	169	162	2025-03-28	Steinfurt	Horstmar
7.57	46	5566	NRW	6.8	52.0921	7.36476	166	163	2024-10-24	Steinfurt	Steinfurt
7.57	46	5566	NRW	5.7	52.0465	7.39812	125	149	2025-02-05	Steinfurt	Laer
7.57	46	5566	NRW	6.8	52.0879	7.3652	166	163	2024-09-17	Steinfurt	Steinfurt
7.57	46	5566	NRW	6.8	52.0856	7.37115	166	163	2024-09-04	Steinfurt	Laer
7.57	46	5566	NRW	5.7	52.043	7.4009	126	149	2025-01-29	Steinfurt	Laer
7.57	46	5566	NRW	5.56	52.0843	7.40654	167	160	2026-12-31	Steinfurt	Steinfurt
7.57	46	5566	NRW	7	52.0486	7.39466	164	163	2025-01-29	Steinfurt	Laer
7.57	46	5566	NRW	7	52.0929	7.40671	164	163	2026-12-31	Steinfurt	Steinfurt
7.57	46	5566	NRW	7	52.0865	7.40085	164	163	2026-12-31	Steinfurt	Steinfurt
7.57	46	5566	NRW	7	52.0384	7.40314	165	163	2025-01-29	Steinfurt	Laer
7.57	46	5566	NRW	7	52.04	7.3981	165	163	2025-02-05	Steinfurt	Laer
7.57	46	5566	NRW	7	52.0895	7.39383	164	163	2026-12-31	Steinfurt	Steinfurt
7.55	46	5566	NRW	6.8	52.1917	7.19395	179	175	2026-09-01	Steinfurt	Ochtrup
7.55	46	5566	NRW	6.8	52.1874	7.18627	179	175	2026-09-01	Steinfurt	Ochtrup
7.55	46	5566	NRW	5.56	52.1801	7.19233	167	160	2024-11-11	Steinfurt	Ochtrup
7.54	46	5566	NRW	5.6	52.1949	7.28424	148	150	2024-11-29	Steinfurt	Ochtrup
7.54	46	5566	NRW	5.56	52.1797	7.22798	167	160	2026-06-30	Steinfurt	Metelen
7.5	46	5566	NRW	4.26	52.2592	7.84617	131	138	2027-06-25	Steinfurt	Westerkappeln
7.49	45	5566	NRW	5.7	52.1743	7.35352	125	149	2027-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	7	52.1784	7.37245	164	163	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	7	52.1805	7.3676	164	163	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	7	52.1866	7.38234	164	163	2027-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	7	52.1833	7.38661	164	163	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	7	52.1787	7.38947	164	163	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	7	52.1828	7.3762	164	163	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	5.7	52.177	7.35024	126	149	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	5.7	52.1773	7.37982	126	149	2026-09-30	Steinfurt	Steinfurt
7.49	45	5566	NRW	5.7	52.1736	7.37444	125	149	2027-09-01	Steinfurt	Steinfurt
7.48	45	5566	NRW	4.26	52.1916	7.15429	131	138	2027-08-01	Steinfurt	Ochtrup
7.42	45	5566	NRW	7.2	52.3559	7.50579	175	172	2028-02-02	Steinfurt	Hörstel
7.42	45	5566	NRW	6	52.3521	7.49414	105	150	2028-02-02	Steinfurt	Hörstel
7.38	44	5566	NRW	7	52.2182	7.41885	118	163	2026-12-31	Steinfurt	Rheine
7.38	44	5566	NRW	7	52.2172	7.42454	164	163	2027-09-01	Steinfurt	Rheine
7.38	44	5566	NRW	7	52.2145	7.42658	164	163	2027-09-01	Steinfurt	Rheine
7.38	44	5566	NRW	7	52.2216	7.42451	164	163	2027-09-01	Steinfurt	Rheine
7.37	44	5566	NRW	7	52.174	7.40768	164	163	2026-09-30	Steinfurt	Steinfurt
7.37	44	5566	NRW	7	52.1733	7.41359	164	163	2026-09-30	Steinfurt	Steinfurt
7.37	44	5566	NRW	7	52.1745	7.39853	164	163	2027-09-30	Steinfurt	Steinfurt
7.37	44	5566	NRW	7	52.1764	7.39438	164	163	2026-09-30	Steinfurt	Steinfurt
7.37	44	5566	NRW	5.7	52.2061	7.42	164	149	2025-06-10	Steinfurt	Neuenkirchen
7.37	44	5566	NRW	7	52.169	7.41205	164	163	2026-09-30	Steinfurt	Steinfurt
7.37	44	5566	NRW	7	52.1703	7.40296	164	163	2026-09-30	Steinfurt	Steinfurt
7.37	44	5566	NRW	7	52.2113	7.42653	164	163	2027-09-01	Steinfurt	Rheine
7.37	44	5566	NRW	7	52.208	7.42767	164	163	2027-09-01	Steinfurt	Rheine
7.37	44	5566	NRW	5.7	52.2022	7.41472	164	149	2025-06-10	Steinfurt	Neuenkirchen
7.35	44	5566	NRW	7.2	52.124	7.45865	169	162	2027-12-10	Steinfurt	Nordwalde
7.35	44	5566	NRW	6	52.1179	7.46571	125	150	2027-09-30	Steinfurt	Nordwalde
7.35	44	5566	NRW	5.7	52.1304	7.48413	164	149	2026-11-30	Steinfurt	Nordwalde
7.35	44	5566	NRW	5.7	52.1315	7.49217	164	149	2026-11-30	Steinfurt	Nordwalde
7.35	44	5566	NRW	6	52.1209	7.46151	125	150	2027-09-30	Steinfurt	Nordwalde
7.35	44	5566	NRW	7.2	52.1113	7.4714	169	162	2027-12-10	Steinfurt	Nordwalde
7.28	44	5566	NRW	2.3	52.1185	7.97343	126	141	2024-03-15	Steinfurt	Lienen
7.24	43	5566	NRW	5.6	52.07	7.57666	148	162	2025-02-20	Steinfurt	Greven
7.22	43	5566	NRW	6	52.1427	7.56768	162	175	2027-06-30	Steinfurt	Greven
7.22	43	5566	NRW	5.56	52.1219	7.52637	160	160	2026-12-20	Steinfurt	Nordwalde
7.22	43	5566	NRW	6	52.1231	7.52102	162	175	2026-12-20	Steinfurt	Nordwalde
7.22	43	5566	NRW	5.7	52.1281	7.49425	164	149	2026-11-30	Steinfurt	Nordwalde
7.21	43	5566	NRW	4.26	52.1969	7.59671	160	138	2027-08-27	Steinfurt	Saerbeck
7.21	43	5566	NRW	5.7	52.2036	7.578	164	149	2026-01-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	5.7	52.2081	7.578	164	149	2026-01-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1943	7.6289	162	175	2026-12-23	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1958	7.59111	162	175	2027-01-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.2108	7.60037	162	175	2027-01-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1978	7.58098	162	175	2027-01-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.2139	7.59614	162	175	2027-01-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1928	7.60123	162	175	2026-06-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1946	7.61144	162	175	2026-06-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1928	7.6163	162	175	2026-06-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1894	7.60281	162	175	2026-06-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1998	7.60439	162	175	2026-06-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.1962	7.60288	162	175	2026-06-01	Steinfurt	Saerbeck
7.21	43	5566	NRW	6	52.205	7.60652	162	175	2026-06-01	Steinfurt	Saerbeck
8.09	48	5334	NRW	5.6	50.653	6.28575	125	150	2024-03-27	Städteregion_Aachen	Simmerath
8.09	48	5334	NRW	5.6	50.6493	6.28688	125	150	2024-02-16	Städteregion_Aachen	Simmerath
7.92	46	5334	NRW	5.7	50.6592	6.27648	125	149	2028-12-01	Städteregion_Aachen	Simmerath
7.92	46	5334	NRW	4.8	50.6609	6.28153	110	133	2028-12-01	Städteregion_Aachen	Simmerath
7.92	46	5334	NRW	4.8	50.6563	6.27659	125	133	2028-12-01	Städteregion_Aachen	Simmerath
7.92	46	5334	NRW	4.2	50.7052	6.30639	112	136	2028-03-31	Städteregion_Aachen	Stolberg
7.92	46	5334	NRW	6	50.7148	6.3016	125	150	2028-03-31	Städteregion_Aachen	Stolberg
7.92	46	5334	NRW	4.2	50.6965	6.29556	112	136	2028-03-31	Städteregion_Aachen	Stolberg
7.92	46	5334	NRW	6	50.7105	6.30147	125	150	2028-03-31	Städteregion_Aachen	Stolberg
7.5	44	5334	NRW	6	50.7211	6.29978	125	150	2028-03-31	Städteregion_Aachen	Stolberg
7.26	42	5334	NRW	6	50.8368	6.14889	125	150	2025-05-14	Städteregion_Aachen	Würselen
7.26	42	5334	NRW	6	50.834	6.15017	125	150	2025-05-14	Städteregion_Aachen	Würselen
7.26	42	5334	NRW	6	50.8377	6.14402	125	150	2025-05-13	Städteregion_Aachen	Würselen
7.25	42	5334	NRW	4.26	50.8094	6.02957	110	138	2026-06-30	Städteregion_Aachen	Aachen
7.22	42	5334	NRW	5.7	50.9	6.15153	105	149	2026-12-31	Städteregion_Aachen	Baesweiler
7.22	42	5334	NRW	5.7	50.8965	6.1492	125	149	2026-12-31	Städteregion_Aachen	Baesweiler
7.11	41	5334	NRW	3.6	50.8444	6.20117	106	131	2024-08-20	Städteregion_Aachen	Würselen
7.11	41	5334	NRW	3.6	50.842	6.19945	106	117	2024-08-20	Städteregion_Aachen	Würselen
7.1	41	5334	NRW	7	50.9332	6.22273	132	175	2028-04-30	Städteregion_Aachen	Baesweiler
7.01	41	5978	NRW	4.2	51.6883	7.67508	112	136	2024-12-16	Unna	Werne
7.01	41	5978	NRW	5.56	51.7134	7.62267	167	160	2027-09-30	Unna	Werne
7.01	40	5978	NRW	5.7	51.3893	7.61206	125	149	2026-12-31	Unna	Schwerte
7.01	41	5978	NRW	5.56	51.71	7.62029	167	160	2027-09-30	Unna	Werne
7.01	41	5978	NRW	6	51.7144	7.6666	132	175	2028-03-01	Unna	Werne
7.01	40	5978	NRW	5.7	51.393	7.61479	125	149	2026-12-31	Unna	Schwerte
6.97	40	5978	NRW	6.8	51.564	7.82687	179	175	2027-11-30	Unna	Unna
6.97	40	5978	NRW	6.8	51.5686	7.8267	179	175	2027-11-30	Unna	Unna
6.81	39	5978	NRW	7	51.3995	7.56396	164	163	2026-12-31	Unna	Schwerte
6.79	39	5978	NRW	3.45	51.6833	7.67821	119	112	2024-12-16	Unna	Werne
7.34	44	5166	NRW	6.8	51.2906	6.29375	118	163	2027-09-30	Viersen	Nettetal
7.34	44	5166	NRW	6.8	51.2956	6.30095	118	163	2027-09-30	Viersen	Nettetal
7.34	44	5166	NRW	6.8	51.2908	6.31139	118	163	2027-09-30	Viersen	Nettetal
7.34	44	5166	NRW	6.8	51.2913	6.30012	118	163	2027-09-30	Viersen	Nettetal
